student_id,province,year,population,income,cpi,unemployment_rate
SV014,Đà Nẵng,2021,1917707,83.94,104.1,
SV014,Hải Phòng,2019,2540776,49.14,110.45,3.73
SV014,Hải Phòng,2020,3935738,102.28,113.27,3.65
SV014,Hải Phòng,2021,5251966,117.56,126.43,2.46
SV014,Cần Thơ,2019,6681876,97.77,99.75,4.44
SV014,Cần Thơ,2020,4754230,,125.28,5.31
SV014,Cần Thơ,2021,1582500,80.04,,4.7
SV015,Hà Nội,2019,1585350,36.85,123.43,2.36
SV015,Hà Nội,2020,5382392,53.75,115.94,5.64
SV015,Hà Nội,2021,5991073,51.9,,2.75
SV015,TP.HCM,2019,3977594,59.78,95.31,2.45
SV015,TP.HCM,2020,1951574,101.37,93.35,4.42
SV015,TP.HCM,2021,523342,82.8,121.8,
SV015,Đà Nẵng,2019,2444618,70.36,121.61,1.92
SV015,Đà Nẵng,2020,3454189,104.63,127.39,
SV015,Đà Nẵng,2021,1550949,112.5,103.26,1.66
SV015,Hải Phòng,2019,6261743,57.11,102.26,
SV015,Hải Phòng,2020,6997922,93.32,100.39,5.58
SV015,Hải Phòng,2021,2306757,89.35,96.59,5.74
SV015,Cần Thơ,2019,2797666,118.51,,1.14
SV015,Cần Thơ,2020,5711308,89.36,,3.74
SV015,Cần Thơ,2021,3746643,95.94,,3.33
SV016,Hà Nội,2019,2024498,68.91,126.1,2.52
SV016,Hà Nội,2020,7914022,33.19,,4.33
SV016,Hà Nội,2021,6389679,103.14,90.88,5.85
SV016,TP.HCM,2019,1616526,34.93,92.2,3.35
SV016,TP.HCM,2020,7511534,110.6,116.91,5.42
SV016,TP.HCM,2021,1189199,84.74,111.99,3.49
SV016,Đà Nẵng,2019,4782694,70.74,93.2,5.45
SV016,Đà Nẵng,2020,3361032,94.71,100.76,3.28
SV016,Đà Nẵng,2021,899912,35.13,,
SV016,Hải Phòng,2019,6600897,68.79,116.77,1.58
SV016,Hải Phòng,2020,4172836,113.38,110.54,3.47
SV016,Hải Phòng,2021,5082200,74.06,114.63,1.71
SV016,Cần Thơ,2019,3684002,73.8,,2.44
SV016,Cần Thơ,2020,2976265,39.53,128.42,5.5
SV016,Cần Thơ,2021,4190013,,114.54,5.62
SV017,Hà Nội,2019,5371230,80.47,121.62,1.87
SV017,Hà Nội,2020,6466441,83.83,120.77,
SV017,Hà Nội,2021,7075711,,90.23,5.87
SV017,TP.HCM,2019,2178879,77.7,93.24,1.19
SV017,TP.HCM,2020,2008199,63.67,98.73,1.29
SV017,TP.HCM,2021,3318907,,113.83,5.01
SV017,Đà Nẵng,2019,4836787,48.19,118.21,5.79
SV017,Đà Nẵng,2020,2478240,74.11,,1.46
SV017,Đà Nẵng,2021,7276289,,,5.32
SV017,Hải Phòng,2019,7679239,76.57,92.67,2.2
SV017,Hải Phòng,2020,7150823,,120.02,3.29
SV017,Hải Phòng,2021,3397245,82.81,104.31,2.61
SV017,Cần Thơ,2019,5156253,92.81,129.27,
SV017,Cần Thơ,2020,5367321,108.53,111.26,2.21
SV017,Cần Thơ,2021,3093523,,120.93,1.36
SV018,Hà Nội,2019,1808060,87.78,110.77,5.74
SV018,Hà Nội,2020,7526425,112.79,90.42,5.08
SV018,Hà Nội,2021,7769910,106.23,107.41,1.04
SV018,TP.HCM,2019,6455132,109.63,105.3,1.37
SV018,TP.HCM,2020,4468383,107.43,108.05,
SV018,TP.HCM,2021,1707563,47.52,113.0,5.95
SV018,Đà Nẵng,2019,7087179,93.92,102.13,2.73
SV018,Đà Nẵng,2020,6285675,53.39,113.13,1.67
SV018,Đà Nẵng,2021,2432768,118.78,100.01,
SV018,Hải Phòng,2019,6713244,90.75,96.49,1.34
SV018,Hải Phòng,2020,647578,60.04,119.16,
SV018,Hải Phòng,2021,1616594,74.64,129.33,2.92
SV018,Cần Thơ,2019,3087662,111.6,111.78,1.88
SV018,Cần Thơ,2020,4145225,68.31,114.26,3.54
SV018,Cần Thơ,2021,911891,,106.04,5.35
SV019,Hà Nội,2019,7025454,53.9,91.42,3.51
SV019,Hà Nội,2020,2419945,43.08,,3.91
SV019,Hà Nội,2021,3953502,113.24,127.71,1.22
SV019,TP.HCM,2019,5885586,109.39,90.56,2.64
SV019,TP.HCM,2020,3319574,95.24,,5.73
SV019,TP.HCM,2021,543065,44.32,123.31,4.1
SV019,Đà Nẵng,2019,6801341,68.78,97.65,4.06
SV019,Đà Nẵng,2020,6437684,81.04,100.97,5.9
SV019,Đà Nẵng,2021,3593219,106.53,116.87,
SV019,Hải Phòng,2019,5592063,52.6,125.15,4.99
SV019,Hải Phòng,2020,2218449,41.58,92.34,2.37
SV019,Hải Phòng,2021,5294890,56.55,105.79,
SV019,Cần Thơ,2019,1775910,114.2,117.34,3.41
SV019,Cần Thơ,2020,3108878,41.14,128.84,2.29
SV019,Cần Thơ,2021,3253763,113.49,129.66,5.87
SV020,Hà Nội,2019,3132244,,121.2,
SV020,Hà Nội,2020,4023800,75.23,113.89,
SV020,Hà Nội,2021,2962024,88.26,119.04,4.07
SV020,TP.HCM,2019,5451949,,,4.19
SV020,TP.HCM,2020,5343056,43.1,107.28,5.9
SV020,TP.HCM,2021,3860217,83.43,120.37,4.31
SV020,Đà Nẵng,2019,6419880,95.19,119.59,5.57
SV020,Đà Nẵng,2020,2162166,79.81,,3.39
SV020,Đà Nẵng,2021,5883663,108.98,98.52,1.94
SV020,Hải Phòng,2019,7613836,85.73,92.84,1.74
SV020,Hải Phòng,2020,3066369,109.6,101.28,
SV020,Hải Phòng,2021,3507050,,93.8,1.69
SV020,Cần Thơ,2019,6831394,106.45,108.03,3.45
SV020,Cần Thơ,2020,2917028,,99.89,2.77
SV020,Cần Thơ,2021,7130655,58.46,122.45,4.85
SV021,Hà Nội,2019,4102939,100.1,118.94,4.79
SV021,Hà Nội,2020,7305157,100.73,113.91,5.88
SV021,Hà Nội,2021,5056117,86.64,114.09,5.72
SV021,TP.HCM,2019,2302769,34.3,109.81,4.61
SV021,TP.HCM,2020,2284193,70.37,94.87,2.62
SV021,TP.HCM,2021,2256057,113.79,,
SV021,Đà Nẵng,2019,4401398,95.77,112.64,2.91
SV021,Đà Nẵng,2020,3257399,85.27,96.15,4.03
SV021,Đà Nẵng,2021,2052688,34.78,116.8,4.31
SV021,Hải Phòng,2019,2075592,104.01,108.86,3.57
SV021,Hải Phòng,2020,625615,107.75,110.15,2.92
SV021,Hải Phòng,2021,1073389,,,
SV021,Cần Thơ,2019,3507171,101.57,,1.45
SV021,Cần Thơ,2020,5091985,90.5,,1.52
SV021,Cần Thơ,2021,5344696,87.97,112.09,1.39
SV022,Hà Nội,2019,5875952,,91.11,4.07
SV022,Hà Nội,2020,5054363,107.58,103.81,1.49
SV022,Hà Nội,2021,1684226,66.49,102.73,5.15
SV022,TP.HCM,2019,7039153,81.97,97.06,2.17
SV022,TP.HCM,2020,820010,69.74,116.84,4.87
SV022,TP.HCM,2021,6994148,59.93,109.82,4.51
SV022,Đà Nẵng,2019,1315019,,,2.47
SV022,Đà Nẵng,2020,6213318,96.12,91.49,1.96
SV022,Đà Nẵng,2021,5160594,61.01,95.43,3.26
SV022,Hải Phòng,2019,7734697,85.59,,3.63
SV022,Hải Phòng,2020,2383845,105.27,127.56,3.26
SV022,Hải Phòng,2021,1063912,55.89,125.93,5.74
SV022,Cần Thơ,2019,2093777,53.09,95.69,2.23
SV022,Cần Thơ,2020,2792564,68.61,105.65,5.17
SV022,Cần Thơ,2021,3842318,38.75,125.88,4.76
SV023,Hà Nội,2019,5824197,54.52,90.28,
SV023,Hà Nội,2020,5656383,85.88,119.89,2.85
SV023,Hà Nội,2021,2990282,118.41,99.5,1.06
SV023,TP.HCM,2019,5069225,32.74,97.85,5.75
SV023,TP.HCM,2020,994787,110.15,,3.96
SV023,TP.HCM,2021,6727037,,122.54,5.0
SV023,Đà Nẵng,2019,4983604,115.84,129.46,4.09
SV023,Đà Nẵng,2020,1483332,37.12,95.79,2.36
SV023,Đà Nẵng,2021,3348437,92.45,129.82,5.42
SV023,Hải Phòng,2019,5457347,65.19,120.13,4.36
SV023,Hải Phòng,2020,4698799,69.89,92.12,1.05
SV023,Hải Phòng,2021,5704735,114.06,,5.95
SV023,Cần Thơ,2019,4267286,72.3,116.2,3.24
SV023,Cần Thơ,2020,1375953,101.27,119.7,2.29
SV023,Cần Thơ,2021,3895894,38.37,,
SV024,Hà Nội,2019,5813265,100.62,92.07,4.25
SV024,Hà Nội,2020,4904014,55.46,,5.42
SV024,Hà Nội,2021,5406256,69.31,,5.52
SV024,TP.HCM,2019,4184985,42.25,110.92,4.7
SV024,TP.HCM,2020,3305125,112.48,104.54,5.76
SV024,TP.HCM,2021,6992742,,127.97,5.69
SV024,Đà Nẵng,2019,1268229,98.2,108.65,2.52
SV024,Đà Nẵng,2020,6961368,58.25,91.2,2.2
SV024,Đà Nẵng,2021,6632860,51.83,106.88,4.74
SV024,Hải Phòng,2019,4268334,31.25,92.0,2.79
SV024,Hải Phòng,2020,5726576,88.96,100.68,
SV024,Hải Phòng,2021,2262877,32.23,96.63,5.02
SV024,Cần Thơ,2019,2753628,55.33,96.54,3.36
SV024,Cần Thơ,2020,3466009,103.59,,3.95
SV024,Cần Thơ,2021,7372006,56.0,121.02,3.89
SV025,Hà Nội,2019,6047147,119.4,116.52,2.94
SV025,Hà Nội,2020,7452082,116.02,,5.29
SV025,Hà Nội,2021,7297474,96.56,110.87,4.13
SV025,TP.HCM,2019,4145664,68.06,120.64,
SV025,TP.HCM,2020,2692149,97.56,102.98,1.73
SV025,TP.HCM,2021,6704674,85.47,96.58,1.16
SV025,Đà Nẵng,2019,7910890,96.57,128.21,
SV025,Đà Nẵng,2020,2812990,103.87,,4.08
SV025,Đà Nẵng,2021,1507018,50.38,,1.05
SV025,Hải Phòng,2019,6156665,40.32,107.36,3.08
SV025,Hải Phòng,2020,2361218,42.6,118.79,4.4
SV025,Hải Phòng,2021,7163949,86.11,,5.2
SV025,Cần Thơ,2019,3277505,40.7,127.81,3.34
SV025,Cần Thơ,2020,2318037,46.58,,5.52
SV025,Cần Thơ,2021,3168488,71.1,110.26,3.14
SV026,Hà Nội,2019,2999502,30.03,124.99,1.76
SV026,Hà Nội,2020,6095320,42.98,119.68,5.45
SV026,Hà Nội,2021,6049459,52.55,121.77,3.1
SV026,TP.HCM,2019,1329624,93.83,92.56,2.54
SV026,TP.HCM,2020,7241030,44.84,125.29,5.76
SV026,TP.HCM,2021,7439972,117.57,105.57,3.21
SV026,Đà Nẵng,2019,4321142,57.75,111.32,4.33
SV026,Đà Nẵng,2020,4405980,38.44,115.75,2.94
SV026,Đà Nẵng,2021,5299234,68.53,99.96,1.02
SV026,Hải Phòng,2019,601015,36.28,,2.31
SV026,Hải Phòng,2020,4970822,77.56,107.24,3.84
SV026,Hải Phòng,2021,2685260,59.41,98.66,3.59
SV026,Cần Thơ,2019,1402666,48.41,127.68,2.9
SV026,Cần Thơ,2020,4252999,91.05,99.2,4.97
SV026,Cần Thơ,2021,5768564,55.78,120.85,3.34
SV027,Hà Nội,2019,1159807,75.45,90.86,5.15
SV027,Hà Nội,2020,3977585,45.61,127.12,3.02
SV027,Hà Nội,2021,4609178,56.11,101.69,3.81
SV027,TP.HCM,2019,6041038,41.74,115.92,4.49
SV027,TP.HCM,2020,1816727,46.47,112.13,2.48
SV027,TP.HCM,2021,5705135,,120.16,4.11
SV027,Đà Nẵng,2019,6381630,59.98,97.47,2.57
SV027,Đà Nẵng,2020,3838679,75.45,123.41,3.57
SV027,Đà Nẵng,2021,663059,34.14,110.54,2.54
SV027,Hải Phòng,2019,3700352,99.3,117.86,1.14
SV027,Hải Phòng,2020,5162233,78.55,90.67,1.15
SV027,Hải Phòng,2021,7105444,88.44,,
SV027,Cần Thơ,2019,3035171,111.7,127.41,2.72
SV027,Cần Thơ,2020,1037751,68.75,,2.43
SV027,Cần Thơ,2021,6155973,72.42,99.96,4.49
SV028,Hà Nội,2019,623092,36.25,98.54,
SV028,Hà Nội,2020,6804579,,121.42,5.27
SV028,Hà Nội,2021,4961398,56.87,110.26,1.08
SV028,TP.HCM,2019,6242182,112.3,,2.85
SV028,TP.HCM,2020,746969,,105.42,5.95
SV028,TP.HCM,2021,7586758,94.33,113.51,1.02
SV028,Đà Nẵng,2019,2774064,69.51,117.0,4.09
SV028,Đà Nẵng,2020,2582417,116.23,,1.22
SV028,Đà Nẵng,2021,5706072,62.98,102.63,4.47
SV028,Hải Phòng,2019,1410072,74.29,114.88,5.78
SV028,Hải Phòng,2020,7464605,68.44,108.08,4.67
SV028,Hải Phòng,2021,2142535,114.69,113.1,2.29
SV028,Cần Thơ,2019,1454807,107.32,121.3,4.05
SV028,Cần Thơ,2020,7123098,60.05,101.35,2.19
SV028,Cần Thơ,2021,5784103,107.32,95.44,1.84
SV029,Hà Nội,2019,2292820,73.73,126.47,3.86
SV029,Hà Nội,2020,4676617,69.76,107.22,5.4
SV029,Hà Nội,2021,3999105,37.74,103.76,2.68
SV029,TP.HCM,2019,4780488,69.78,103.2,3.69
SV029,TP.HCM,2020,7468778,,,
SV029,TP.HCM,2021,4475696,,110.96,3.09
SV029,Đà Nẵng,2019,4808134,,111.8,3.07
SV029,Đà Nẵng,2020,6137113,99.58,112.32,2.8
SV029,Đà Nẵng,2021,3787969,39.79,101.83,1.53
SV029,Hải Phòng,2019,1025713,105.41,116.3,1.68
SV029,Hải Phòng,2020,5139889,66.56,,3.45
SV029,Hải Phòng,2021,7197579,119.48,107.16,1.68
SV029,Cần Thơ,2019,2142165,31.94,96.93,2.96
SV029,Cần Thơ,2020,6486288,103.32,125.91,5.82
SV029,Cần Thơ,2021,751968,71.05,126.66,1.71
SV030,Hà Nội,2019,1857442,95.69,118.96,2.87
SV030,Hà Nội,2020,2300015,104.05,111.19,3.6
SV030,Hà Nội,2021,6214629,100.07,123.32,4.76
SV030,TP.HCM,2019,5984661,,129.83,1.65
SV030,TP.HCM,2020,7999106,72.47,,1.92
SV030,TP.HCM,2021,4718785,54.72,127.47,2.84
SV030,Đà Nẵng,2019,5199829,52.05,,5.06
SV030,Đà Nẵng,2020,1154588,34.15,,2.75
SV030,Đà Nẵng,2021,1065003,69.16,127.33,5.17
SV030,Hải Phòng,2019,4052581,40.22,116.06,3.23
SV030,Hải Phòng,2020,6110814,33.7,,5.86
SV030,Hải Phòng,2021,2786722,42.47,129.45,5.38
SV030,Cần Thơ,2019,1585980,67.18,126.32,5.99
SV030,Cần Thơ,2020,7532401,116.85,127.55,4.85
SV030,Cần Thơ,2021,1614166,97.0,106.12,4.48
SV031,Hà Nội,2019,3358632,55.88,113.46,1.55
SV031,Hà Nội,2020,4284628,114.81,113.26,1.73
SV031,Hà Nội,2021,5574037,78.84,113.87,4.99
SV031,TP.HCM,2019,1191665,83.41,,4.58
SV031,TP.HCM,2020,3303082,45.67,91.79,4.65
SV031,TP.HCM,2021,6191291,96.45,92.19,2.1
SV031,Đà Nẵng,2019,6413872,109.28,,2.73
SV031,Đà Nẵng,2020,5862024,46.95,127.44,5.04
SV031,Đà Nẵng,2021,784538,119.01,108.65,4.32
SV031,Hải Phòng,2019,2341580,68.62,101.52,5.98
SV031,Hải Phòng,2020,2325021,101.13,94.65,2.35
SV031,Hải Phòng,2021,3316891,83.86,99.56,5.17
SV031,Cần Thơ,2019,5569796,73.75,114.38,
SV031,Cần Thơ,2020,3723785,51.14,118.04,3.59
SV031,Cần Thơ,2021,1653092,47.15,,5.18
SV032,Hà Nội,2019,1296503,112.43,113.07,
SV032,Hà Nội,2020,5363034,74.49,127.44,4.49
SV032,Hà Nội,2021,2505618,,103.52,4.92
SV032,TP.HCM,2019,6127076,118.06,119.8,5.35
SV032,TP.HCM,2020,2609639,35.69,110.52,4.23
